country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_school,abs_reason_market,abs_reason_other,abs_reason_in_playground,abs_reason_travelled,nc_reason_others,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_too_many_rnd,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
SSUD,UNITY,GUIT,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,39,21,60,39,20,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SSUD,UNITY,GUIT,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,36,24,60,32,24,56,4,Fail,moderate,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,50,0,25,0,0,0.07
SSUD,UNITY,GUIT,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UNITY,GUIT,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SSUD,UNITY,GUIT,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,28,32,60,24,29,53,7,Fail,moderate,0,0,2,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28.57,28.57,0,42.86,0,0.12
SSUD,UNITY,KOCH,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,26,34,60,19,25,44,16,Fail,poor,0,10,3,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,62.5,18.75,0,0,18.75,0,0.27
SSUD,UNITY,LEER,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,30,30,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,UNITY,MAYOM,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,32,28,60,26,27,53,7,Fail,moderate,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,42.86,14.29,0.12
SSUD,UNITY,MAYOM,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,34,26,60,19,13,32,28,Fail,very poor,0,8,2,1,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,7.14,3.57,0,60.71,0,0.47
SSUD,UNITY,MAYOM,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-01-02T00:00:00Z,2021-01-06,2021-02-06,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,UNITY,MAYOM,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,25,35,60,18,29,47,13,Fail,poor,0,2,3,0,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,15.38,23.08,0,7.69,53.85,0,0.22
SSUD,UNITY,MAYOM,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,6,9,15,45,Fail,very poor,0,9,1,0,0,18,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2.22,0,0,40,37.78,0.75
SSUD,UNITY,MAYOM,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,27,33,60,17,30,47,13,Fail,poor,0,6,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.15,0,7.69,15.38,30.77,0,0.22
SSUD,UNITY,PARIANG,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,20,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,30,20,50,26,17,43,17,Fail,poor,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,0,0,70.59,0.34
SSUD,UNITY,PARIANG,SSD-2024-02-01_nOPV,nOPV2,Rnd2,21,2025-02-18T00:00:00Z,2025-02-22,2025-02-24,31,29,60,18,15,33,27,Fail,very poor,0,11,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,0,0,3.7,55.56,0,0.45
SSUD,UNITY,PARIANG,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,25,35,60,19,30,49,11,Fail,poor,0,3,6,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,27.27,54.55,0,0,18.18,0,0.18
SSUD,UNITY,RUBKONA,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,34,26,60,34,24,58,2,Pass,high,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0.03
SSUD,UNITY,RUBKONA,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,28,32,60,18,21,39,21,Fail,very poor,0,3,3,0,0,14,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,66.67,4.76,0.35
SSUD,UNITY,RUBKONA,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,25,35,60,21,29,50,10,Fail,poor,0,4,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,10,0,0,20,30,0.17
SSUD,UNITY,RUBKONA,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,29,29,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
SSUD,UNITY,RUBKONA,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,30,30,60,27,27,54,6,Fail,moderate,0,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.1
SSUD,UNITY,RUBKONA,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,32,28,60,31,27,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
SSUD,UNITY,RUBKONA,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,34,26,60,32,25,57,3,Pass,high,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,33.33,0.05
SSUD,UPPER NILE,AKOKA,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-22,38,22,60,37,22,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SSUD,UPPER NILE,AKOKA,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,40,20,60,37,20,57,3,Pass,high,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
SSUD,UPPER NILE,AKOKA,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,34,26,60,33,24,57,3,Pass,high,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0.05
SSUD,UPPER NILE,AKOKA,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UPPER NILE,BALIET,RSSmOPV10C2021,nOPV2,Rnd1,3,2021-02-13T00:00:00Z,2021-02-17,2021-02-18,4,16,20,4,16,20,40,Fail,very poor,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2
SSUD,UPPER NILE,BALIET,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,37,23,60,36,22,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
SSUD,UPPER NILE,BALIET,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,23,37,60,23,36,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
SSUD,UPPER NILE,BALIET,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,34,26,60,33,24,57,3,Pass,high,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0.05
SSUD,UPPER NILE,BALIET,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UPPER NILE,LUAKPINY/NASIR,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-03-25T00:00:00Z,2021-03-29,2021-03-31,30,30,60,25,30,55,5,Fail,moderate,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,20,0.08
SSUD,UPPER NILE,LUAKPINY/NASIR,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,27,26,53,7,Fail,moderate,0,2,3,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,28.57,42.86,0,0,28.57,0,0.12
SSUD,UPPER NILE,LUAKPINY/NASIR,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,35,25,60,34,23,57,3,Pass,high,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
SSUD,UPPER NILE,LUAKPINY/NASIR,SSD-2026-01-05_nOPV2,nOPV2,Rnd1,21,2026-05-07T00:00:00Z,2026-05-11,2026-05-12,27,33,60,20,23,43,17,Fail,poor,0,3,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,5.88,70.59,5.88,0.28
SSUD,UPPER NILE,MABAN,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-18T00:00:00Z,2021-02-22,2021-02-24,37,23,60,32,21,53,7,Fail,moderate,0,1,3,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,14.29,42.86,0,0,42.86,0,0.12
SSUD,UPPER NILE,MABAN,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,28,32,60,26,32,58,2,Pass,high,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0.03
SSUD,UPPER NILE,MALAKAL,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,33,27,60,30,25,55,5,Fail,moderate,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,60,0,0.08
SSUD,UPPER NILE,MALAKAL,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-22,31,29,60,29,24,53,7,Fail,moderate,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28.57,0,0,71.43,0,0.12
SSUD,UPPER NILE,MALAKAL,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,33,27,60,33,24,57,3,Pass,high,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
SSUD,UPPER NILE,MALAKAL,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,26,34,60,25,34,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SSUD,UPPER NILE,MALAKAL,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,37,23,60,35,19,54,6,Fail,moderate,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.1
SSUD,UPPER NILE,MALAKAL,SSD-79DS-09-2020,nOPV2,Rnd1,12,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,26,34,60,26,31,57,3,Pass,high,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0.05
SSUD,UPPER NILE,MELUT,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-19T00:00:00Z,2021-02-23,2021-02-24,35,25,60,29,24,53,7,Fail,moderate,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,85.71,0,0.12
SSUD,UPPER NILE,MELUT,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,40,20,60,38,20,58,2,Pass,high,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
SSUD,UPPER NILE,MELUT,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,39,21,60,35,18,53,7,Fail,moderate,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,85.71,0.12
SSUD,UPPER NILE,MELUT,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,27,33,60,27,31,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
SSUD,UPPER NILE,RENK,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,37,23,60,36,22,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
SSUD,UPPER NILE,RENK,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,26,34,60,22,32,54,6,Fail,moderate,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,66.67,16.67,0.1
SSUD,UPPER NILE,RENK,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-22,31,29,60,23,23,46,14,Fail,poor,0,4,3,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28.57,21.43,0,0,50,0,0.23
SSUD,UPPER NILE,RENK,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-04-02T00:00:00Z,2021-04-06,2021-05-06,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UPPER NILE,RENK,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UPPER NILE,RENK,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,31,29,60,30,28,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
SSUD,UPPER NILE,RENK,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,26,34,60,19,20,39,21,Fail,very poor,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95.24,4.76,0,0,0,0,0.35
SSUD,UPPER NILE,RENK,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,26,34,60,24,32,56,4,Fail,moderate,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
SSUD,UPPER NILE,ULANG,SSD-2026-01-05_nOPV2,nOPV2,Rnd1,3,2026-05-07T00:00:00Z,2026-05-11,2026-05-12,7,13,20,5,11,16,44,Fail,very poor,0,0,2,0,0,2,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,90.91,2.2
SSUD,WARRAP,ABYEI,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,38,22,60,28,21,49,11,Fail,poor,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,63.64,0,0.18
SSUD,WARRAP,ABYEI,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-22,29,31,60,23,30,53,7,Fail,moderate,0,3,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,42.86,28.57,0,0,28.57,0,0.12
SSUD,WARRAP,ABYEI,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-01-02T00:00:00Z,2021-01-06,2021-05-31,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SSUD,WARRAP,ABYEI,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,34,26,60,26,19,45,15,Fail,poor,0,9,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,6.67,0,0,33.33,0,0.25
SSUD,WARRAP,ABYEI,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,31,29,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
SSUD,WARRAP,ABYEI,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,25,35,60,22,27,49,11,Fail,poor,1,5,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.09,45.45,18.18,0,0,18.18,9.09,0.18
SSUD,WARRAP,GOGRIAL EAST,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,30,30,60,28,29,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
SSUD,WARRAP,GOGRIAL EAST,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-22,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WARRAP,GOGRIAL EAST,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-01-02T00:00:00Z,2021-01-06,2021-05-31,26,34,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
SSUD,WARRAP,GOGRIAL EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,33,27,60,26,20,46,14,Fail,poor,0,8,3,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,57.14,21.43,0,7.14,0,14.29,0.23
SSUD,WARRAP,GOGRIAL EAST,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,28,32,60,26,28,54,6,Fail,moderate,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.1
SSUD,WARRAP,GOGRIAL WEST,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-23,28,32,60,25,32,57,3,Pass,high,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.33,33.33,0,0,0,33.33,0,0.05
SSUD,WARRAP,GOGRIAL WEST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,32,28,60,31,27,58,2,Pass,high,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,50,0,0,0,0.03
SSUD,WARRAP,GOGRIAL WEST,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,37,23,60,35,22,57,3,Pass,high,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.05
SSUD,WARRAP,GOGRIAL WEST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,33,27,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,WARRAP,GOGRIAL WEST,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WARRAP,TONJ EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,31,29,60,21,18,39,21,Fail,very poor,0,14,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,66.67,9.52,0,0,23.81,0,0.35
SSUD,WARRAP,TONJ NORTH,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,33,27,60,28,22,50,10,Fail,poor,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,30,0,0.17
SSUD,WARRAP,TONJ NORTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,39,21,60,38,21,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,WARRAP,TONJ NORTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,33,27,60,27,21,48,12,Fail,poor,0,3,4,0,0,4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,25,33.33,0,0,33.33,8.33,0.2
SSUD,WARRAP,TONJ NORTH,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,35,25,60,34,24,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
SSUD,WARRAP,TONJ SOUTH,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-23,27,33,60,26,32,58,2,Pass,high,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0.03
SSUD,WARRAP,TONJ SOUTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,22,38,60,20,38,58,2,Pass,high,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
SSUD,WARRAP,TONJ SOUTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,31,29,60,28,26,54,6,Fail,moderate,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
SSUD,WARRAP,TONJ SOUTH,SSD-79DS-09-2020,nOPV2,Rnd1,6,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WARRAP,TWIC,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,31,29,60,30,25,55,5,Fail,moderate,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,60,0,0,0,0,40,0,0.08
SSUD,WARRAP,TWIC,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,35,25,60,28,18,46,14,Fail,poor,0,12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,85.71,14.29,0,0,0,0,0.23
