country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_other,abs_reason_market,abs_reason_in_playground,abs_reason_school,nc_reason_too_many_rnd,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_others,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ZMB,WESTERN,NALOLO,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,NALOLO,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NKEYEMA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,36,24,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ZMB,WESTERN,NKEYEMA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NKEYEMA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NKEYEMA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NKEYEMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NKEYEMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SENANGA,WPV1MLW,bOPV,Rnd2,28,2022-05-01T00:00:00Z,2022-05-05,2022-10-05,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,SENANGA,WPV1MLW,bOPV,Rnd3,13,2022-08-18T00:00:00Z,2022-08-22,2022-08-23,21,19,40,17,17,34,26,Fail,very poor,0,2,3,0,0,1,20,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7.69,11.54,0,0,3.85,76.92,0.65
ZMB,WESTERN,SENANGA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SENANGA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,28,29,57,3,Pass,high,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
ZMB,WESTERN,SENANGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,23,37,60,18,33,51,9,Fail,poor,2,0,2,0,1,1,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,22.22,0,22.22,0,11.11,11.11,33.33,0.15
ZMB,WESTERN,SENANGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SESHEKE,WPV1MLW,bOPV,Rnd3,21,2022-08-17T00:00:00Z,2022-08-21,2022-08-23,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SESHEKE,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SESHEKE,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SESHEKE,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SESHEKE,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,23,37,60,22,36,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
ZMB,WESTERN,SHANG'OMBO,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SHANG'OMBO,WPV1MLW,bOPV,Rnd3,21,2022-08-14T00:00:00Z,2022-08-18,2022-08-22,28,32,60,23,28,51,9,Fail,poor,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,88.89,0,0.15
ZMB,WESTERN,SHANG'OMBO,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SHANG'OMBO,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,31,29,60,28,20,48,12,Fail,poor,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,83.33,0,0.2
ZMB,WESTERN,SHANG'OMBO,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SHANG'OMBO,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,Chavuma-mOPV,mOPV,Rnd1,21,2020-03-31T00:00:00Z,2020-04-04,2020-07-04,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,SIKONGO,Luapula-mOPV,mOPV,Rnd2,21,2020-04-29T00:00:00Z,2020-05-03,2020-08-03,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,WPV1MLW,bOPV,Rnd2,21,2022-05-01T00:00:00Z,2022-05-05,2022-06-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-19,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,WPV1MLW,bOPV,Rnd4,13,2022-08-07T00:00:00Z,2022-08-11,2022-10-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIKONGO,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,27,33,60,26,28,54,6,Fail,moderate,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
ZMB,WESTERN,SIKONGO,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,WPV1MLW,bOPV,Rnd2,21,2022-06-01T00:00:00Z,2022-06-05,2022-09-05,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,WPV1MLW,bOPV,Rnd3,21,2022-08-14T00:00:00Z,2022-08-18,2022-08-19,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,SIOMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
