country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_other,abs_reason_market,abs_reason_in_playground,abs_reason_school,nc_reason_too_many_rnd,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_others,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ZMB,COPPERBELT,CHINGOLA,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,CHINGOLA,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,CHINGOLA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,CHINGOLA,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KALULUSHI,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ZMB,COPPERBELT,KALULUSHI,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,32,28,60,26,24,50,10,Fail,poor,0,0,1,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,80,10,0.17
ZMB,COPPERBELT,KALULUSHI,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,27,33,60,25,31,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
ZMB,COPPERBELT,KALULUSHI,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,COPPERBELT,KALULUSHI,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KALULUSHI,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KALULUSHI,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,28,32,60,26,30,56,4,Fail,moderate,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,0,25,0.07
ZMB,COPPERBELT,KITWE,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,28,32,60,25,32,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
ZMB,COPPERBELT,KITWE,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,25,35,60,22,24,46,14,Fail,poor,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.23
ZMB,COPPERBELT,KITWE,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KITWE,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KITWE,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,22,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KITWE,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,KITWE,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,37,23,60,36,22,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
ZMB,COPPERBELT,LUANSHYA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,24,36,60,21,35,56,4,Fail,moderate,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.07
ZMB,COPPERBELT,LUANSHYA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUANSHYA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUANSHYA,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUANSHYA,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUANSHYA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUANSHYA,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUFWANYAMA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,28,32,60,23,19,42,18,Fail,poor,0,4,7,0,0,6,1,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,22.22,38.89,0,0,33.33,5.56,0.3
ZMB,COPPERBELT,LUFWANYAMA,WPV1MLW,bOPV,Rnd3,9,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,26,34,60,21,29,50,10,Fail,poor,0,0,7,0,0,1,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,10,20,0.17
ZMB,COPPERBELT,LUFWANYAMA,WPV1MLW,bOPV,Rnd4,17,2022-06-07T00:00:00Z,2022-06-11,2022-06-11,24,36,60,17,33,50,10,Fail,poor,0,4,6,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.17
ZMB,COPPERBELT,LUFWANYAMA,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,14,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,31,29,60,24,24,48,12,Fail,poor,0,0,12,0,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.2
ZMB,COPPERBELT,LUFWANYAMA,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,28,32,60,27,31,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZMB,COPPERBELT,LUFWANYAMA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,LUFWANYAMA,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,WPV1MLW,bOPV,Rnd2,20,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MASAITI,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MPONGWE,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,32,28,60,31,27,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
ZMB,COPPERBELT,MPONGWE,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,34,26,60,31,26,57,3,Pass,high,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,33.33,0,66.67,0,0,0,0,0.05
ZMB,COPPERBELT,MPONGWE,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MPONGWE,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MPONGWE,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MPONGWE,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MPONGWE,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,37,23,60,27,19,46,14,Fail,poor,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.23
ZMB,COPPERBELT,MUFULIRA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,30,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,MUFULIRA,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,NDOLA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,33,27,60,28,21,49,11,Fail,poor,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.18
ZMB,COPPERBELT,NDOLA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,30,30,60,23,26,49,11,Fail,poor,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,90.91,0,0.18
ZMB,COPPERBELT,NDOLA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,COPPERBELT,NDOLA,ZAM-2023-02-01_nOPV,nOPV2,Rnd1,21,2023-02-16T00:00:00Z,2023-02-20,2023-02-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,NDOLA,ZAM-2023-02-01_nOPV,nOPV2,Rnd2,21,2023-04-20T00:00:00Z,2023-04-24,2023-04-25,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,COPPERBELT,NDOLA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,31,29,60,30,27,57,3,Pass,high,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,100,0,0,0,0,0,0,0.05
ZMB,COPPERBELT,NDOLA,ZAM-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-25T00:00:00Z,2024-07-29,2024-07-30,33,27,60,32,27,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZMB,EASTERN,CHADIZA,WPV1MLW,bOPV,Rnd1,21,2021-12-31T00:00:00Z,2022-01-04,2022-03-31,36,24,60,28,18,46,14,Fail,poor,0,5,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35.71,14.29,0,0,0,50,0.23
ZMB,EASTERN,CHADIZA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,25,35,60,25,34,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZMB,EASTERN,CHADIZA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,28,32,60,27,31,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZMB,EASTERN,CHADIZA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,28,32,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ZMB,EASTERN,CHADIZA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,27,33,60,26,32,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZMB,EASTERN,CHADIZA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,30,30,60,29,29,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
ZMB,EASTERN,CHADIZA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,28,32,60,26,30,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
ZMB,EASTERN,CHAMA,WPV1MLW,bOPV,Rnd3,21,2022-08-18T00:00:00Z,2022-08-22,2022-08-23,35,25,60,31,23,54,6,Fail,moderate,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,66.67,0,0.1
ZMB,EASTERN,CHAMA,WPV1MLW,bOPV,Rnd4,21,2022-07-07T00:00:00Z,2022-07-11,2022-09-11,36,24,60,32,21,53,7,Fail,moderate,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.71,14.29,0,0,0,0,0.12
ZMB,EASTERN,CHAMA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,34,26,60,30,23,53,7,Fail,moderate,0,0,5,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,28.57,0,0.12
ZMB,EASTERN,CHAMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,32,28,60,31,27,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ZMB,EASTERN,CHAMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,EASTERN,CHASEFU,WPV1MLW,bOPV,Rnd1,21,2021-12-31T00:00:00Z,2022-01-04,2022-03-31,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ZMB,EASTERN,CHASEFU,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,EASTERN,CHASEFU,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHASEFU,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHASEFU,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHASEFU,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHASEFU,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,EASTERN,CHIPANGALI,WPV1MLW,bOPV,Rnd1,20,2021-12-31T00:00:00Z,2022-01-04,2022-03-31,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,EASTERN,CHIPANGALI,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,24,36,60,24,35,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
ZMB,EASTERN,CHIPANGALI,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,EASTERN,CHIPANGALI,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHIPANGALI,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,33,27,60,33,25,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
ZMB,EASTERN,CHIPANGALI,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,EASTERN,CHIPANGALI,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ZMB,EASTERN,CHIPATA,WPV1MLW,bOPV,Rnd1,21,2021-12-31T00:00:00Z,2022-01-04,2022-03-31,31,29,60,28,29,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
