country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_in_playground,abs_reason_other,abs_reason_school,abs_reason_travelled,abs_reason_farm,abs_reason_market,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_others,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
NIG,AGADEZ,BILMA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,34,26,60,33,26,59,1,Pass,high,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
NIG,AGADEZ,IFEROUANE,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,IFEROUANE,NIG-2023-05-01_nOPV,nOPV2,Rnd2,9,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,IFEROUANE,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,38,22,60,37,22,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
NIG,AGADEZ,IFEROUANE,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,34,26,60,33,26,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
NIG,AGADEZ,IFEROUANE,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,AGADEZ,INGALL,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,32,28,60,31,27,58,2,Pass,high,0,2,0,0,0,0,0,61.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
NIG,AGADEZ,INGALL,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-06,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,46.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2023-05-01_nOPV,nOPV2,Rnd2,20,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,28,32,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,24,36,60,21,34,55,5,Fail,moderate,0,1,0,0,1,3,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,60,0,0.08
NIG,AGADEZ,INGALL,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,25,35,60,24,35,59,1,Pass,high,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,27,33,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
NIG,AGADEZ,INGALL,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,29,31,60,27,30,57,3,Pass,high,0,3,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
NIG,AGADEZ,TCHIROZERINE,CENBLOCK-nOPV,nOPV2,Rnd1,11,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,CENBLOCK-nOPV,nOPV2,Rnd2,6,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
NIG,AGADEZ,TCHIROZERINE,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,23,37,60,23,35,58,2,Pass,high,0,0,2,0,0,0,0,98.33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,AGADEZ,TCHIROZERINE,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2024-06-01_nOPV,nOPV2,Rnd2,20,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2024-10-01_nOPV,nOPV2,Rnd1,8,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2024-10-01_nOPV,nOPV2,Rnd2,14,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,48.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,AGADEZ,TCHIROZERINE,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,15,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,27,33,60,26,32,58,2,Pass,high,0,0,0,0,0,2,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
NIG,DIFFA,BOSSO,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,BOSSO,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,86.67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DIFFA,BOSSO,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,BOSSO,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,38,22,60,36,22,58,2,Pass,high,0,1,1,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
NIG,DIFFA,BOSSO,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,25,35,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
NIG,DIFFA,BOSSO,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,DIFFA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-06T00:00:00Z,2022-06-10,2022-06-11,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,DIFFA,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-06,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,DIFFA,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,27,33,60,25,32,57,3,Pass,high,0,0,3,0,0,0,0,55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
NIG,DIFFA,DIFFA,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,36,24,60,35,20,55,5,Fail,moderate,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
NIG,DIFFA,DIFFA,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,29,31,60,28,28,56,4,Fail,moderate,0,0,4,0,0,0,0,76.67,1,0,0,0,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
NIG,DIFFA,DIFFA,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,31,29,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DIFFA,DIFFA,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,40,20,60,40,19,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,DIFFA,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,31,29,60,30,26,56,4,Fail,moderate,0,2,2,0,0,0,0,93.33,0,0,0,1,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.07
NIG,DIFFA,DIFFA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,36,24,60,35,23,58,2,Pass,high,0,0,0,1,1,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0.03
NIG,DIFFA,DIFFA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,DIFFA,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-06T00:00:00Z,2022-06-10,2022-06-11,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,41,19,60,41,18,59,1,Pass,high,0,0,1,0,0,0,0,91.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,GOUDOUMARIA,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,91.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,GOUDOUMARIA,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,GOUDOUMARIA,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,26,34,60,26,32,58,2,Pass,high,0,0,1,0,1,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
NIG,DIFFA,GOUDOUMARIA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,GOUDOUMARIA,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,MAINE SOROA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-06T00:00:00Z,2022-06-10,2022-06-11,27,33,60,26,33,59,1,Pass,high,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
NIG,DIFFA,MAINE SOROA,CENBLOCK-nOPV,nOPV2,Rnd2,24,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,24,36,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,68.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,MAINE SOROA,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,MAINE SOROA,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,MAINE SOROA,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,26,34,60,26,31,57,3,Pass,high,0,2,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.05
NIG,DIFFA,MAINE SOROA,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
NIG,DIFFA,MAINE SOROA,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,25,35,60,25,32,57,3,Pass,high,0,1,2,0,0,0,0,40,0,0,0,1,1,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
NIG,DIFFA,MAINE SOROA,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,36,24,60,27,23,50,10,Fail,poor,0,6,4,0,0,0,0,63.33,0,0,0,1,1,2,0,0,0,0,0,0,0,60,40,0,0,0,0,0.17
NIG,DIFFA,MAINE SOROA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DIFFA,MAINE SOROA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,MAINE SOROA,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,18,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,27,33,60,26,32,58,2,Pass,high,0,2,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
NIG,DIFFA,NGOURTI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-08,27,33,60,26,32,58,2,Pass,high,0,0,0,0,0,2,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
NIG,DIFFA,NGOURTI,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGOURTI,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGOURTI,NIG-2024-06-01_nOPV,nOPV2,Rnd2,20,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGOURTI,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGOURTI,NIG-2024-10-01_nOPV,nOPV2,Rnd2,20,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGOURTI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,35,25,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DIFFA,NGOURTI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,35,25,60,28,20,48,12,Fail,poor,0,10,1,1,0,0,0,63.33,0,0,0,1,0,0,0,0,0,0,0,0,0,83.33,8.33,8.33,0,0,0,0.2
NIG,DIFFA,NGUIGMI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-06T00:00:00Z,2022-06-10,2022-06-12,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,19,41,60,19,39,58,2,Pass,high,0,0,2,0,0,0,0,83.33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DIFFA,NGUIGMI,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,71.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,56.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DIFFA,NGUIGMI,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,21,39,60,14,17,31,29,Fail,very poor,0,0,0,0,0,8,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.59,72.41,0.48
NIG,DOSSO,BOBOYE,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-23T00:00:00Z,2020-09-27,2020-09-28,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
