country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_other,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_school,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_others,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_poliofree,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ANG,MALANJE,MASSANGO,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MALANJE,QUELA,ANG-2023-07-01_bOPV,bOPV,Rnd1,7,2023-09-13T00:00:00Z,2023-09-17,2023-09-22,17,43,60,13,30,43,17,Fail,poor,0,6,1,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.29,5.88,0,0,47.06,11.76,0.28
ANG,MALANJE,QUELA,ANG-2023-07-01_bOPV,bOPV,Rnd2,20,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,30,30,60,29,25,54,6,Fail,moderate,1,2,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,16.67,33.33,50,0,0,0,0,0.1
ANG,MALANJE,QUELA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,27,33,60,26,30,56,4,Fail,moderate,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
ANG,MALANJE,QUELA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,MALANJE,QUELA,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,32,28,60,31,26,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
ANG,MALANJE,QUIRIMA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,30,30,60,25,26,51,9,Fail,poor,0,0,9,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.15
ANG,MALANJE,QUIRIMA,ANG-2023-07-01_bOPV,bOPV,Rnd2,20,2023-10-22T00:00:00Z,2023-10-26,2023-10-29,27,33,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ANG,MALANJE,QUIRIMA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ANG,MALANJE,QUIRIMA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MALANJE,QUIRIMA,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,ALTO CUITO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,29,31,60,28,29,57,3,Pass,high,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
ANG,MOXICO,ALTO CUITO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,41,19,60,41,18,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
ANG,MOXICO,ALTO CUITO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,42,18,60,41,18,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,MOXICO,ALTO ZAMBEZE,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,34,26,60,25,16,41,19,Fail,poor,0,12,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.16,5.26,0,0,31.58,0,0.32
ANG,MOXICO,ALTO ZAMBEZE,ANG-2023-07-01_bOPV,bOPV,Rnd2,16,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,27,33,60,12,11,23,37,Fail,very poor,0,25,9,0,0,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,67.57,24.32,0,0,8.11,0,0.62
ANG,MOXICO,ALTO ZAMBEZE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,29,31,60,23,21,44,16,Fail,poor,0,10,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,25,0,0,0,12.5,0.27
ANG,MOXICO,ALTO ZAMBEZE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,ALTO ZAMBEZE,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,29,31,60,19,21,40,20,Fail,very poor,0,0,10,0,0,0,10,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.33
ANG,MOXICO,BUNDAS,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,32,28,60,30,28,58,2,Pass,high,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.03
ANG,MOXICO,BUNDAS,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,12,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,34,26,60,20,15,35,25,Fail,very poor,0,8,15,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,0,0,0,8,0.42
ANG,MOXICO,BUNDAS,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,BUNDAS,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-17T00:00:00Z,2024-11-21,2024-11-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CAMANONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd1,10,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,28,32,60,20,24,44,16,Fail,poor,2,0,4,0,0,2,8,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,12.5,0,25,0,0,12.5,50,0.27
ANG,MOXICO,CAMANONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd2,10,2023-10-23T00:00:00Z,2023-10-27,2023-10-29,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CAMANONGUE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,32,28,60,27,23,50,10,Fail,poor,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.17
ANG,MOXICO,CAMANONGUE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,33,27,60,29,24,53,7,Fail,moderate,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.12
ANG,MOXICO,CAMANONGUE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,28,32,60,26,31,57,3,Pass,high,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.05
ANG,MOXICO,CAMANONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,29,31,60,21,30,51,9,Fail,poor,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.15
ANG,MOXICO,CAMANONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,27,27,54,6,Fail,moderate,0,0,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0.1
ANG,MOXICO,CAMANONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-17T00:00:00Z,2024-11-21,2024-11-22,34,26,60,30,22,52,8,Fail,moderate,0,0,3,0,1,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,12.5,50,0,0.13
ANG,MOXICO,CANGAMBA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,29,31,60,23,25,48,12,Fail,poor,0,8,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.2
ANG,MOXICO,CANGAMBA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,19,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CANGAMBA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CANGUMBE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CANGUMBE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CANGUMBE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,CHIUME,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,40,20,60,37,18,55,5,Fail,moderate,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.08
ANG,MOXICO,CHIUME,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,33,27,60,29,27,56,4,Fail,moderate,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
ANG,MOXICO,CHIUME,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,32,28,60,27,25,52,8,Fail,moderate,0,0,6,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.13
ANG,MOXICO,LEUA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,33,27,60,28,18,46,14,Fail,poor,2,0,12,0,0,0,0,0,1,2,9,0,0,0,0,0,0,2,0,0,0,0,0,14.29,0,85.71,0,0,0,0,0.23
ANG,MOXICO,LEUA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,28,32,60,18,19,37,23,Fail,very poor,0,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,0,0,13.04,69.57,0.38
ANG,MOXICO,LEUA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,31,29,60,28,27,55,5,Fail,moderate,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0.08
ANG,MOXICO,LEUA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,22,36,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ANG,MOXICO,LEUA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,29,31,60,25,29,54,6,Fail,moderate,0,0,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
ANG,MOXICO,LEUA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,19,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,21,29,50,21,29,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ANG,MOXICO,LEUA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LEUA,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-17T00:00:00Z,2024-11-21,2024-11-22,18,42,60,16,37,53,7,Fail,moderate,0,0,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,71.43,0,0.12
ANG,MOXICO,LUACANO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-16T00:00:00Z,2023-09-20,2023-09-21,22,38,60,17,33,50,10,Fail,poor,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0.17
ANG,MOXICO,LUACANO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,38,22,60,22,10,32,28,Fail,very poor,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.47
ANG,MOXICO,LUACANO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,MOXICO,LUACANO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,26,34,60,21,29,50,10,Fail,poor,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.17
ANG,MOXICO,LUACANO,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUAU,ANG-2023-07-01_bOPV,bOPV,Rnd1,20,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,18,32,50,13,27,40,20,Fail,very poor,0,6,3,0,0,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,55,0.4
ANG,MOXICO,LUAU,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,33,27,60,32,23,55,5,Fail,moderate,1,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,20,0,80,0,0,0,0,0.08
ANG,MOXICO,LUAU,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUAU,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,14,46,60,11,35,46,14,Fail,poor,1,2,2,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7.14,14.29,14.29,0,0,64.29,0,0.23
ANG,MOXICO,LUAU,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,12,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,24,36,60,15,25,40,20,Fail,very poor,0,4,4,0,0,10,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,50,10,0.33
ANG,MOXICO,LUCHAZES,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUCHAZES,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,23,37,60,20,25,45,15,Fail,poor,0,0,2,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,86.67,0,0.25
ANG,MOXICO,LUCHAZES,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,34,26,60,32,26,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
ANG,MOXICO,LUCHAZES,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,33,27,60,30,17,47,13,Fail,poor,0,2,6,0,0,0,5,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,15.38,46.15,0,0,0,38.46,0.22
ANG,MOXICO,LUCHAZES,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,20,2024-11-17T00:00:00Z,2024-11-21,2024-11-22,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,MOXICO,LUCUSSE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,10,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,28,32,60,21,27,48,12,Fail,poor,0,2,7,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,58.33,0,0,25,0,0.2
ANG,MOXICO,LUCUSSE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,33,27,60,30,27,57,3,Pass,high,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
ANG,MOXICO,LUCUSSE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,12,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUENA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,28,32,60,24,30,54,6,Fail,moderate,0,0,6,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
ANG,MOXICO,LUENA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,27,33,60,13,21,34,26,Fail,very poor,0,5,3,0,0,18,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19.23,11.54,0,0,69.23,0,0.43
ANG,MOXICO,LUENA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,22,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,30,40,70,26,34,60,10,Fail,poor,0,3,3,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,10,20,0,0.14
ANG,MOXICO,LUMBALA NGUIMBO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,37,23,60,30,22,52,8,Fail,moderate,0,0,8,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.13
ANG,MOXICO,LUMBALA NGUIMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,7,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,31,29,60,28,25,53,7,Fail,moderate,0,1,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,57.14,0,0,28.57,0,0.12
ANG,MOXICO,LUMBALA NGUIMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,45,15,60,41,11,52,8,Fail,moderate,1,1,5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,12.5,12.5,62.5,0,0,12.5,0,0.13
ANG,MOXICO,LUMBALA NGUIMBO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,12,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,28,32,60,26,28,54,6,Fail,moderate,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,16.67,33.33,0.1
ANG,MOXICO,LUMEJE (CAMEIA),ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-16T00:00:00Z,2023-09-20,2023-09-21,29,31,60,26,29,55,5,Fail,moderate,0,0,4,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0.08
ANG,MOXICO,LUMEJE (CAMEIA),ANG-2023-07-01_bOPV,bOPV,Rnd2,10,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUMEJE (CAMEIA),ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,MOXICO,LUMEJE (CAMEIA),ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,17,43,60,17,43,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUMEJE (CAMEIA),ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,23,2024-11-17T00:00:00Z,2024-11-21,2026-03-23,38,32,70,38,32,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,MOXICO,LUTEMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,20,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,27,33,60,17,21,38,22,Fail,very poor,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,95.45,0.37
ANG,MOXICO,LUTEMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,29,31,60,27,27,54,6,Fail,moderate,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.1
ANG,MOXICO,LUTEMBO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,33,27,60,29,24,53,7,Fail,moderate,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,71.43,0,0.12
ANG,MOXICO,LUTUAI,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
