country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_school,abs_reason_market,abs_reason_farm,abs_reason_travelled,abs_reason_in_playground,abs_reason_other,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_covid_19,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_others,nc_reason_nopvconcern,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
KEN,KAJIADO,KAJIADO CENTRAL,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,33,27,60,21,17,38,22,Fail,very poor,0,14,2,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63.64,9.09,0,0,27.27,0,0.37
KEN,KAJIADO,KAJIADO CENTRAL,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,28,32,60,23,28,51,9,Fail,poor,0,5,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.56,11.11,0,0,33.33,0,0.15
KEN,KAJIADO,KAJIADO EAST,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,32,28,60,26,25,51,9,Fail,poor,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,0,0,0,11.11,11.11,0.15
KEN,KAJIADO,KAJIADO EAST,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,36,24,60,34,22,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
KEN,KAJIADO,KAJIADO EAST,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KAJIADO,KAJIADO EAST,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KAJIADO,KAJIADO EAST,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KAJIADO,KAJIADO EAST,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,28,29,57,3,Pass,high,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
KEN,KAJIADO,KAJIADO EAST,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,22,32,54,6,Fail,moderate,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
KEN,KAJIADO,KAJIADO NORTH,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,26,34,60,15,25,40,20,Fail,very poor,1,15,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,75,15,5,0,0,0,0.33
KEN,KAJIADO,KAJIADO NORTH,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,35,25,60,30,25,55,5,Fail,moderate,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,20,0,80,0,0,0,0,0.08
KEN,KAJIADO,KAJIADO NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,27,33,60,18,25,43,17,Fail,poor,4,3,6,1,0,1,2,0,4,1,0,0,1,0,0,0,0,1,0,1,0,2,0,23.53,17.65,35.29,5.88,0,5.88,11.76,0.28
KEN,KAJIADO,KAJIADO NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,29,31,60,20,21,41,19,Fail,poor,2,0,14,3,0,0,0,0,6,0,0,1,7,0,0,0,0,2,0,0,0,0,0,10.53,0,73.68,15.79,0,0,0,0.32
KEN,KAJIADO,KAJIADO NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,30,30,60,18,18,36,24,Fail,very poor,0,0,18,4,1,0,1,0,0,1,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,75,16.67,4.17,0,4.17,0.4
KEN,KAJIADO,KAJIADO NORTH,KEN-2024-08-01_nOPV,nOPV2,Rnd1,18,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,27,33,60,23,31,54,6,Fail,moderate,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.67,0,0,0,33.33,0.1
KEN,KAJIADO,KAJIADO NORTH,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,27,30,57,3,Pass,high,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
KEN,KAJIADO,KAJIADO WEST,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,31,29,60,26,25,51,9,Fail,poor,0,6,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,11.11,0,0,22.22,0,0.15
KEN,KAJIADO,KAJIADO WEST,KEN-2023-08-01_nOPV,nOPV2,Rnd2,22,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,36,24,60,34,21,55,5,Fail,moderate,0,1,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,60,0,0,20,0,0.08
KEN,KAJIADO,KAJIADO WEST,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,28,32,60,23,26,49,11,Fail,poor,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,72.73,0,0.18
KEN,KAJIADO,LOITOKITOK,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,38,22,60,33,18,51,9,Fail,poor,0,1,1,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,44.44,22.22,0.15
KEN,KAJIADO,LOITOKITOK,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,33,27,60,26,25,51,9,Fail,poor,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,88.89,0.15
KEN,KAJIADO,LOITOKITOK,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,29,31,60,22,25,47,13,Fail,poor,0,10,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,76.92,23.08,0,0,0,0,0.22
KEN,KIAMBU,GATUNDU NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,28,32,60,27,32,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
KEN,KIAMBU,GATUNDU NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd2,15,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,23,37,60,22,37,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
KEN,KIAMBU,GATUNDU NORTH,KEN-2023-08-01_nOPV,nOPV2,Rnd3,12,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,27,33,60,27,31,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
KEN,KIAMBU,GATUNDU SOUTH,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,27,33,60,22,29,51,9,Fail,poor,0,5,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,55.56,44.44,0,0,0,0,0.15
KEN,KIAMBU,GATUNDU SOUTH,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,24,36,60,22,27,49,11,Fail,poor,0,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81.82,18.18,0,0,0,0,0.18
KEN,KIAMBU,GATUNDU SOUTH,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,30,30,60,26,28,54,6,Fail,moderate,0,2,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,50,0,0,16.67,0,0.1
KEN,KIAMBU,GITHUNGURI,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,GITHUNGURI,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,GITHUNGURI,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,JUJA,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,31,29,60,28,22,50,10,Fail,poor,0,5,4,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,50,40,0,0,10,0,0.17
KEN,KIAMBU,JUJA,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,24,36,60,19,26,45,15,Fail,poor,1,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.67,86.67,6.67,0,0,0,0,0.25
KEN,KIAMBU,JUJA,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,31,29,60,24,24,48,12,Fail,poor,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.2
KEN,KIAMBU,JUJA,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,24,36,60,18,29,47,13,Fail,poor,0,8,3,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,61.54,23.08,0,0,15.38,0,0.22
KEN,KIAMBU,JUJA,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,25,35,60,19,29,48,12,Fail,poor,1,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8.33,75,16.67,0,0,0,0,0.2
KEN,KIAMBU,JUJA,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,23,25,48,12,Fail,poor,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.67,8.33,0,0,0,0,0.2
KEN,KIAMBU,JUJA,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,24,27,51,9,Fail,poor,2,4,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,22.22,44.44,33.33,0,0,0,0,0.15
KEN,KIAMBU,KABETE,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
KEN,KIAMBU,KABETE,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KABETE,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KABETE,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,32,28,60,29,24,53,7,Fail,moderate,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,85.71,0.12
KEN,KIAMBU,KABETE,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIAMBAA,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
KEN,KIAMBU,KIAMBAA,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIAMBAA,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIAMBAA,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIAMBAA,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIAMBU TOWN,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,31,29,60,15,23,38,22,Fail,very poor,0,15,2,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68.18,9.09,0,0,0,22.73,0.37
KEN,KIAMBU,KIAMBU TOWN,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,31,29,60,31,26,57,3,Pass,high,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
KEN,KIAMBU,KIAMBU TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,24,36,60,19,35,54,6,Fail,moderate,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.1
KEN,KIAMBU,KIAMBU TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,31,29,60,30,27,57,3,Pass,high,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
KEN,KIAMBU,KIAMBU TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,24,36,60,24,35,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
KEN,KIAMBU,KIAMBU TOWN,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,27,28,55,5,Fail,moderate,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0.08
KEN,KIAMBU,KIAMBU TOWN,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,KIKUYU,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,24,36,60,22,32,54,6,Fail,moderate,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,16.67,16.67,0.1
KEN,KIAMBU,KIKUYU,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,40,20,60,37,18,55,5,Fail,moderate,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0,0.08
KEN,KIAMBU,KIKUYU,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,34,26,60,32,23,55,5,Fail,moderate,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.08
KEN,KIAMBU,KIKUYU,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,22,38,60,19,33,52,8,Fail,moderate,0,0,2,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,50,0.13
KEN,KIAMBU,KIKUYU,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,31,29,60,25,21,46,14,Fail,poor,8,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,57.14,21.43,7.14,7.14,0,0,7.14,0.23
KEN,KIAMBU,LARI,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,28,32,60,20,28,48,12,Fail,poor,0,7,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.33,8.33,0,0,33.33,0,0.2
KEN,KIAMBU,LARI,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,21,39,60,15,30,45,15,Fail,poor,0,12,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.25
KEN,KIAMBU,LARI,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,22,38,60,17,31,48,12,Fail,poor,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.2
KEN,KIAMBU,LIMURU,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,LIMURU,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
KEN,KIAMBU,LIMURU,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,KIAMBU,RUIRU,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,31,29,60,20,21,41,19,Fail,poor,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.47,5.26,0,0,0,5.26,0.32
KEN,KIAMBU,RUIRU,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,26,34,60,24,27,51,9,Fail,poor,0,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,66.67,22.22,0,0,0,11.11,0.15
KEN,KIAMBU,RUIRU,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,32,28,60,26,25,51,9,Fail,poor,1,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,11.11,55.56,33.33,0,0,0,0,0.15
KEN,KIAMBU,RUIRU,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,29,31,60,24,29,53,7,Fail,moderate,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.43,28.57,0,0,0,0,0.12
KEN,KIAMBU,RUIRU,KEN-2023-08-01_nOPV,nOPV2,Rnd3,22,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,33,27,60,30,24,54,6,Fail,moderate,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,0.1
KEN,KIAMBU,RUIRU,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,20,23,43,17,Fail,poor,1,3,3,0,1,0,9,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,5.88,17.65,17.65,0,5.88,0,52.94,0.28
KEN,KIAMBU,RUIRU,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,34,26,60,28,22,50,10,Fail,poor,5,1,2,0,1,0,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,50,10,20,0,10,0,10,0.17
KEN,KIAMBU,THIKA TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd1,20,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,33,27,60,24,21,45,15,Fail,poor,1,8,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6.67,53.33,33.33,6.67,0,0,0,0.25
KEN,KIAMBU,THIKA TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,40,20,60,20,13,33,27,Fail,very poor,0,18,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,25.93,7.41,0.45
KEN,KIAMBU,THIKA TOWN,KEN-2023-08-01_nOPV,nOPV2,Rnd3,21,2023-11-11T00:00:00Z,2023-11-15,2023-11-16,31,29,60,26,21,47,13,Fail,poor,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,61.54,38.46,0,0,0,0,0.22
KEN,KIAMBU,THIKA TOWN,KEN-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,24,36,60,23,33,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
KEN,KIAMBU,THIKA TOWN,KEN-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
KEN,KILIFI,KALOLENI,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,34,26,60,21,17,38,22,Fail,very poor,2,19,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.09,86.36,4.55,0,0,0,0,0.37
KEN,KILIFI,KALOLENI,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,32,28,60,32,27,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
KEN,KILIFI,KILIFI NORTH,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,36,24,60,28,18,46,14,Fail,poor,0,8,4,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57.14,28.57,0,0,0,14.29,0.23
KEN,KILIFI,KILIFI NORTH,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,27,33,60,25,32,57,3,Pass,high,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0.05
