country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_no_felt_need,nc_reason_child_sick,nc_reason_others,nc_reason_too_many_rnd,nc_reason_no_care_giver_consent,nc_reason_nopvconcern,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MOZ,NAMPULA,MECUBURI,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,27,33,60,14,17,31,29,Fail,very poor,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.48
MOZ,NAMPULA,MECUBURI,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MECUBURI,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,MEMBA,MLW_WPV1,bOPV,Rnd1,6,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,39,21,60,24,16,40,20,Fail,very poor,0,0,9,3,0,8,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,40,0,0.33
MOZ,NAMPULA,MEMBA,MLW_WPV1,bOPV,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,29,31,60,27,29,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
MOZ,NAMPULA,MEMBA,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-15,23,37,60,16,31,47,13,Fail,poor,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.22
MOZ,NAMPULA,MEMBA,MLW_WPV1,bOPV,Rnd4,6,2022-08-22T00:00:00Z,2022-08-26,2022-08-27,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MEMBA,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MEMBA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,11,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,34,26,60,7,3,10,50,Fail,very poor,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.83
MOZ,NAMPULA,MEMBA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,MEMBA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,37,23,60,28,16,44,16,Fail,poor,1,9,5,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,6.25,56.25,31.25,6.25,0,0,0,0.27
MOZ,NAMPULA,MEMBA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGINCUAL,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,33,27,60,12,9,21,39,Fail,very poor,0,1,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,46.15,51.28,0.65
MOZ,NAMPULA,MOGINCUAL,MLW_WPV1,bOPV,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,33,27,60,33,26,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,NAMPULA,MOGINCUAL,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGINCUAL,MLW_WPV1,bOPV,Rnd4,6,2022-08-22T00:00:00Z,2022-08-26,2022-08-27,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGINCUAL,MLW_WPV1,bOPV,Rnd6,18,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,25,25,50,24,22,46,14,Fail,poor,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,71.43,0.28
MOZ,NAMPULA,MOGINCUAL,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,23,37,60,12,18,30,30,Fail,very poor,1,0,8,9,0,10,2,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1,0,3.33,0,26.67,30,0,33.33,6.67,0.5
MOZ,NAMPULA,MOGINCUAL,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,25,35,60,25,34,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
MOZ,NAMPULA,MOGINCUAL,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,30,30,60,19,22,41,19,Fail,poor,1,7,8,2,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,5.26,36.84,42.11,10.53,0,5.26,0,0.32
MOZ,NAMPULA,MOGINCUAL,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGOVOLAS,MLW_WPV1,bOPV,Rnd1,23,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,23,37,60,16,29,45,15,Fail,poor,0,10,5,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.25
MOZ,NAMPULA,MOGOVOLAS,MLW_WPV1,bOPV,Rnd2,7,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,25,35,60,25,29,54,6,Fail,moderate,0,0,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,16.67,16.67,0.1
MOZ,NAMPULA,MOGOVOLAS,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-15,31,29,60,30,28,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
MOZ,NAMPULA,MOGOVOLAS,MLW_WPV1,bOPV,Rnd4,21,2022-08-22T00:00:00Z,2022-08-26,2022-08-27,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGOVOLAS,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,39,21,60,26,15,41,19,Fail,poor,1,0,16,0,0,1,1,0,1,13,0,2,0,0,0,1,0,0,0,0,0,0,0,5.26,0,84.21,0,0,5.26,5.26,0.32
MOZ,NAMPULA,MOGOVOLAS,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MOZ,NAMPULA,MOGOVOLAS,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOGOVOLAS,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,17,43,60,15,41,56,4,Fail,moderate,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
MOZ,NAMPULA,MOGOVOLAS,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,21,39,60,21,37,58,2,Pass,high,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0.03
MOZ,NAMPULA,MOMA,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,27,33,60,24,30,54,6,Fail,moderate,0,1,5,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.67,83.33,0,0,0,0,0.1
MOZ,NAMPULA,MOMA,MLW_WPV1,bOPV,Rnd2,11,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,MOMA,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOMA,MLW_WPV1,bOPV,Rnd4,21,2022-08-22T00:00:00Z,2022-08-26,2022-08-27,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOMA,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,32,28,60,31,27,58,2,Pass,high,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
MOZ,NAMPULA,MOMA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOMA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOMA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,22,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOMA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,21,39,60,20,37,57,3,Pass,high,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,33.33,0,0,0.05
MOZ,NAMPULA,MONAPO,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,28,32,60,21,24,45,15,Fail,poor,0,3,2,1,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,6.67,0,60,0,0.25
MOZ,NAMPULA,MONAPO,MLW_WPV1,bOPV,Rnd2,12,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,34,26,60,33,25,58,2,Pass,high,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0.03
MOZ,NAMPULA,MONAPO,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MONAPO,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MONAPO,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,27,33,60,24,31,55,5,Fail,moderate,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,60,20,0,0,0,0,0.08
MOZ,NAMPULA,MONAPO,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,37,23,60,16,12,28,32,Fail,very poor,0,1,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,6.25,90.62,0.53
MOZ,NAMPULA,MONAPO,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MONAPO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,28,32,60,15,12,27,33,Fail,very poor,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.55
MOZ,NAMPULA,MONAPO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,35,25,60,4,7,11,49,Fail,very poor,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.04,0,0,95.92,0,0.82
MOZ,NAMPULA,MOSSURIL,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,27,33,60,19,19,38,22,Fail,very poor,0,8,2,0,2,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36.36,9.09,0,9.09,13.64,31.82,0.37
MOZ,NAMPULA,MOSSURIL,MLW_WPV1,bOPV,Rnd2,6,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOSSURIL,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,MOSSURIL,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOSSURIL,MLW_WPV1,bOPV,Rnd6,6,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,21,39,60,17,36,53,7,Fail,moderate,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,85.71,0.12
MOZ,NAMPULA,MOSSURIL,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOSSURIL,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MOSSURIL,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,24,36,60,23,36,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
MOZ,NAMPULA,MOSSURIL,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,MUECATE,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,34,26,60,28,19,47,13,Fail,poor,0,3,8,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.08,61.54,0,0,0,15.38,0.22
MOZ,NAMPULA,MUECATE,MLW_WPV1,bOPV,Rnd2,14,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,33,27,60,29,26,55,5,Fail,moderate,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,20,20,0.08
MOZ,NAMPULA,MUECATE,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MUECATE,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MUECATE,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,36,24,60,24,18,42,18,Fail,poor,2,8,7,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,0,11.11,44.44,38.89,0,0,5.56,0,0.3
MOZ,NAMPULA,MUECATE,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,27,33,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MOZ,NAMPULA,MUECATE,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,32,28,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,NAMPULA,MUECATE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,26,34,60,17,23,40,20,Fail,very poor,0,4,5,2,0,9,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,25,10,0,45,0,0.33
MOZ,NAMPULA,MUECATE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,36,24,60,35,24,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MOZ,NAMPULA,MURRUPULA,MLW_WPV1,bOPV,Rnd1,9,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,27,33,60,15,14,29,31,Fail,very poor,0,21,1,0,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67.74,3.23,0,3.23,6.45,19.35,0.52
MOZ,NAMPULA,MURRUPULA,MLW_WPV1,bOPV,Rnd2,9,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,32,28,60,29,25,54,6,Fail,moderate,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,33.33,16.67,0.1
MOZ,NAMPULA,MURRUPULA,MLW_WPV1,bOPV,Rnd3,23,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,NAMPULA,MURRUPULA,MLW_WPV1,bOPV,Rnd4,11,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,28,32,60,27,31,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
MOZ,NAMPULA,MURRUPULA,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,27,33,60,21,17,38,22,Fail,very poor,0,18,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.82,4.55,0,4.55,9.09,0,0.37
MOZ,NAMPULA,MURRUPULA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,MURRUPULA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,23,37,60,17,26,43,17,Fail,poor,1,12,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5.88,70.59,23.53,0,0,0,0,0.28
MOZ,NAMPULA,MURRUPULA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,30,30,60,27,29,56,4,Fail,moderate,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,75,0,0,0,0,25,0,0.07
MOZ,NAMPULA,MURRUPULA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,33,27,60,31,27,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
MOZ,NAMPULA,NACALA PORTO,MLW_WPV1,bOPV,Rnd1,6,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,NACALA PORTO,MLW_WPV1,bOPV,Rnd2,12,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,29,31,60,26,25,51,9,Fail,poor,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,11.11,66.67,0.15
MOZ,NAMPULA,NACALA PORTO,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,NAMPULA,NACALA PORTO,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,NAMPULA,NACALA PORTO,MLW_WPV1,bOPV,Rnd6,21,2022-12-13T00:00:00Z,2022-12-17,2022-12-18,21,39,60,17,29,46,14,Fail,poor,2,3,2,0,0,2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14.29,21.43,14.29,0,0,14.29,35.71,0.23
MOZ,NAMPULA,NACALA PORTO,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,NAMPULA,NACALA PORTO,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,NAMPULA,NACALA PORTO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,26,34,60,24,29,53,7,Fail,moderate,2,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,28.57,0,57.14,0,0,14.29,0,0.12
MOZ,NAMPULA,NACALA PORTO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
