country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_vaccines_safety,nc_reason_others,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
BFA,PLATEAU CENTRAL,BOUSSE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU CENTRAL,ZINIARE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,6,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,PLATEAU CENTRAL,ZINIARE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,28,32,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,PLATEAU CENTRAL,ZORGHO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU CENTRAL,ZORGHO,BFA-2024-08-sNID_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU CENTRAL,ZORGHO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,BOUSSE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,24,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,BOUSSE,Ouagadogou-mOPV2,mOPV,Rnd1,19,2020-09-19T00:00:00Z,2020-09-23,2020-09-24,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,BOUSSE,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,39,21,60,37,18,55,5,Fail,moderate,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.08
BFA,PLATEAU_CENTRAL,BOUSSE,nOPV2022,nOPV2,Rnd1,6,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,ZINIARE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,PLATEAU_CENTRAL,ZINIARE,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-24,34,26,60,33,24,57,3,Pass,high,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
BFA,PLATEAU_CENTRAL,ZINIARE,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,ZINIARE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,PLATEAU_CENTRAL,ZORGHO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU_CENTRAL,ZORGHO,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-24,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,PLATEAU_CENTRAL,ZORGHO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,35,25,60,29,20,49,11,Fail,poor,0,1,2,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,0,72.73,0,0.18
BFA,PLATEAU_CENTRAL,ZORGHO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,DJIBO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,25,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,SAHEL,DJIBO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,DJIBO,Ouagadogou-mOPV2,mOPV,Rnd3,18,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,29,31,60,28,31,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
BFA,SAHEL,DORI,BFA-2023-05-01_nOPV,nOPV2,Rnd1,12,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,27,33,60,25,29,54,6,Fail,moderate,0,3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.1
BFA,SAHEL,DORI,Ouagadogou-mOPV2,mOPV,Rnd2,19,2020-11-15T00:00:00Z,2020-11-19,2020-11-21,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,SAHEL,DORI,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,DORI,nOPV2022,nOPV2,Rnd1,12,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,29,31,60,23,28,51,9,Fail,poor,0,1,8,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,11.11,88.89,0,0,0,0,0.15
BFA,SAHEL,GOROM-GOROM,BFA-2023-05-01_nOPV,nOPV2,Rnd1,18,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,GOROM-GOROM,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-16T00:00:00Z,2020-11-20,2020-11-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,GOROM-GOROM,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,GOROM-GOROM,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,SEBBA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,6,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,SEBBA,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,SEBBA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SAHEL,SEBBA,nOPV2022,nOPV2,Rnd1,12,2022-02-08T00:00:00Z,2022-02-12,2022-03-12,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,SUD-OUEST,BATIE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,BATIE,BFA-2023-09-01_nOPV,nOPV2,Rnd0,21,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,37,23,60,37,21,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,SUD-OUEST,BATIE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,31,26,57,3,Pass,high,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,SUD-OUEST,BATIE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,33,27,60,32,25,57,3,Pass,high,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,SUD-OUEST,BATIE,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,BATIE,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-18T00:00:00Z,2020-12-22,2020-12-23,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,BATIE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-18T00:00:00Z,2020-12-22,2020-12-23,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DANO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DIEBOUGOU,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,SUD-OUEST,DIEBOUGOU,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,24,36,60,23,35,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,SUD-OUEST,DIEBOUGOU,BFA-2024-10-01_nOPV,nOPV2,Rnd1,24,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DIEBOUGOU,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DIEBOUGOU,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-18T00:00:00Z,2020-12-22,2020-12-23,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,DIEBOUGOU,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,GAOUA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,GAOUA,BFA-2023-09-01_nOPV,nOPV2,Rnd0,21,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,GAOUA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,GAOUA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,29,31,60,27,31,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
BFA,SUD-OUEST,GAOUA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,SUD-OUEST,GAOUA,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-19T00:00:00Z,2020-12-23,2020-12-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,GAOUA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,SUD-OUEST,KAMPTI,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,KAMPTI,BFA-2023-09-01_nOPV,nOPV2,Rnd0,19,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,27,33,60,26,32,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
BFA,SUD-OUEST,KAMPTI,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,32,26,58,2,Pass,high,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
BFA,SUD-OUEST,KAMPTI,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,KAMPTI,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-10-12,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,KAMPTI,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-19T00:00:00Z,2020-12-23,2020-12-24,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,SUD-OUEST,KAMPTI,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
