country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_farm,abs_reason_other,abs_reason_in_playground,abs_reason_market,abs_reason_travelled,abs_reason_school,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_others,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
CHD,CHARI BARGUIMI,MANDELIA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,CHARI BARGUIMI,MANDELIA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,35,25,60,34,24,58,2,Pass,high,0,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
CHD,CHARI BARGUIMI,MANDELIA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,28,32,60,26,31,57,3,Pass,high,0,2,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
CHD,CHARI BARGUIMI,MANDELIA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,33,27,60,31,27,58,2,Pass,high,1,0,0,0,0,1,0,66.67,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,50,0,0.03
CHD,CHARI BARGUIMI,MANDELIA,bOPV,bOPV,Rnd1,19,2021-11-02T00:00:00Z,2021-11-06,2021-11-07,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,1,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
CHD,CHARI BARGUIMI,MANDELIA,nOPV2023,nOPV2,Rnd1,21,2023-01-28T00:00:00Z,2023-02-01,2023-02-03,38,22,60,37,22,59,1,Pass,high,0,1,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CHD,CHARI BARGUIMI,MASSENYA,CHA-17DS-02-2020,nOPV2,Rnd1,21,2020-02-25T00:00:00Z,2020-02-29,2020-03-02,32,28,60,25,24,49,11,Fail,poor,1,0,9,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,9.09,0,81.82,9.09,0,0,0,0.18
CHD,CHARI BARGUIMI,MASSENYA,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,CHARI BARGUIMI,MASSENYA,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,CHARI BARGUIMI,MASSENYA,CHD-2023-10-1_nOPV,nOPV2,Rnd3,11,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,21,39,60,17,26,43,17,Fail,poor,2,5,9,0,1,0,0,86.67,2,0,1,6,0,0,0,0,0,1,0,1,0,11.76,29.41,52.94,0,5.88,0,0,0.28
CHD,CHARI BARGUIMI,MASSENYA,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,CHARI BARGUIMI,MASSENYA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
CHD,CHARI BARGUIMI,MASSENYA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,CHARI BARGUIMI,MASSENYA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,10,50,60,10,50,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,CHARI BARGUIMI,MASSENYA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,CHARI BARGUIMI,MASSENYA,bOPV,bOPV,Rnd1,21,2021-11-03T00:00:00Z,2021-11-07,2021-11-08,34,26,60,19,18,37,23,Fail,very poor,0,3,6,0,0,9,5,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,26.09,0,0,39.13,21.74,0.38
CHD,DAR SILA,ABDI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-17T00:00:00Z,2022-05-21,2022-05-23,24,36,60,24,34,58,2,Pass,high,0,0,1,0,0,0,1,98.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
CHD,DAR SILA,ABDI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-15T00:00:00Z,2022-06-19,2022-06-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,DAR SILA,ABDI,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,29,31,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,ABDI,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,ABDI,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,96.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,ABDI,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,26,34,60,26,33,59,1,Pass,high,0,1,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CHD,DAR SILA,ABDI,CHD-2023-10-1_nOPV,nOPV2,Rnd3,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,42,18,60,39,15,54,6,Fail,moderate,0,1,5,0,0,0,0,98.33,0,0,3,2,0,0,0,0,0,0,0,0,0,0,16.67,83.33,0,0,0,0,0.1
CHD,DAR SILA,ABDI,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,37,23,60,36,22,58,2,Pass,high,0,0,2,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,ABDI,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,26,34,60,24,28,52,8,Fail,moderate,4,2,2,0,0,0,0,93.33,0,0,1,0,1,0,1,1,0,2,0,0,0,50,25,25,0,0,0,0,0.13
CHD,DAR SILA,ABDI,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,31,29,60,28,28,56,4,Fail,moderate,1,1,2,0,0,0,0,98.33,1,0,0,0,1,0,1,0,0,0,0,0,0,25,25,50,0,0,0,0,0.07
CHD,DAR SILA,ABDI,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,32,28,60,32,24,56,4,Fail,moderate,1,0,2,0,0,1,0,98.33,2,0,0,0,0,0,0,0,1,0,0,0,0,25,0,50,0,0,25,0,0.07
CHD,DAR SILA,ABDI,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,DAR SILA,ABDI,DONOMANGA,nOPV2,Rnd1,21,2020-11-17T00:00:00Z,2020-11-21,2020-11-23,30,30,60,15,12,27,33,Fail,very poor,0,13,13,0,0,6,1,41.67,12,0,0,0,1,0,0,0,0,0,0,0,0,0,39.39,39.39,0,0,18.18,3.03,0.55
CHD,DAR SILA,ABDI,DONOMANGA,nOPV2,Rnd2,21,2020-12-01T00:00:00Z,2020-12-05,2020-12-06,32,28,60,31,24,55,5,Fail,moderate,0,0,5,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
CHD,DAR SILA,GOZ BEIDA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-17T00:00:00Z,2022-05-21,2022-05-23,34,26,60,32,25,57,3,Pass,high,1,0,2,0,0,0,0,100,0,0,2,0,0,0,0,1,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
CHD,DAR SILA,GOZ BEIDA,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-15T00:00:00Z,2022-06-19,2022-06-21,33,27,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,31,29,60,31,27,58,2,Pass,high,0,1,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,42,18,60,41,17,58,2,Pass,high,0,0,2,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,GOZ BEIDA,CHD-2023-10-1_nOPV,nOPV2,Rnd3,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,30,30,60,18,16,34,26,Fail,very poor,3,21,2,0,0,0,0,68.33,0,0,0,0,2,0,2,0,1,0,0,0,0,11.54,80.77,7.69,0,0,0,0,0.43
CHD,DAR SILA,GOZ BEIDA,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,DAR SILA,GOZ BEIDA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,33,27,60,19,19,38,22,Fail,very poor,4,0,0,0,0,18,0,66.67,0,0,0,0,0,0,4,0,0,0,0,0,0,18.18,0,0,0,0,81.82,0,0.37
CHD,DAR SILA,GOZ BEIDA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,33,27,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,96.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,33,27,60,28,24,52,8,Fail,moderate,0,0,9,0,0,0,0,80,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0.13
CHD,DAR SILA,GOZ BEIDA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,36,24,60,34,24,58,2,Pass,high,0,2,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
CHD,DAR SILA,GOZ BEIDA,DONOMANGA,nOPV2,Rnd1,16,2020-11-16T00:00:00Z,2020-11-20,2020-11-22,30,30,60,30,27,57,3,Pass,high,0,1,2,0,0,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
CHD,DAR SILA,GOZ BEIDA,DONOMANGA,nOPV2,Rnd2,21,2020-12-01T00:00:00Z,2020-12-05,2020-12-06,28,32,60,28,31,59,1,Pass,high,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0.02
CHD,DAR SILA,GOZ BEIDA,bOPV,bOPV,Rnd1,21,2021-11-04T00:00:00Z,2021-11-08,2021-11-09,32,28,60,30,27,57,3,Pass,high,0,0,3,0,0,0,0,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,DAR SILA,GOZ BEIDA,bOPV,bOPV,Rnd2,21,2021-11-23T00:00:00Z,2021-11-27,2021-11-28,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,KOUKOU ANGARANA,CENBLOCK-nOPV,nOPV2,Rnd1,6,2022-05-15T00:00:00Z,2022-05-19,2022-05-20,34,26,60,32,25,57,3,Pass,high,0,0,1,0,1,1,0,86.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,CENBLOCK-nOPV,nOPV2,Rnd2,16,2022-06-12T00:00:00Z,2022-06-16,2022-06-17,30,30,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,96.67,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,37,23,60,34,23,57,3,Pass,high,0,0,3,0,0,0,0,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,34,26,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,36,24,60,34,23,57,3,Pass,high,0,0,3,0,0,0,0,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2023-10-1_nOPV,nOPV2,Rnd3,8,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,21,39,60,0,0,0,60,Fail,very poor,0,1,0,1,0,0,58,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,1.67,0,0,96.67,1
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,24,36,60,18,32,50,10,Fail,poor,0,10,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.17
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,30,30,60,27,30,57,3,Pass,high,0,2,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,30,30,60,28,30,58,2,Pass,high,0,0,3,0,0,0,0,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0.03
CHD,DAR SILA,KOUKOU ANGARANA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,25,35,60,22,33,55,5,Fail,moderate,3,0,3,0,0,0,0,98.33,2,0,0,0,1,0,0,0,1,0,0,2,0,60,0,60,0,0,0,0,0.08
CHD,DAR SILA,KOUKOU ANGARANA,DONOMANGA,nOPV2,Rnd1,21,2020-11-18T00:00:00Z,2020-11-22,2020-11-23,27,33,60,23,28,51,9,Fail,poor,0,8,1,0,0,0,0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.89,11.11,0,0,0,0,0.15
CHD,DAR SILA,KOUKOU ANGARANA,DONOMANGA,nOPV2,Rnd2,21,2020-11-30T00:00:00Z,2020-12-04,2020-12-06,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,96.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,KOUKOU ANGARANA,bOPV,bOPV,Rnd1,6,2021-11-03T00:00:00Z,2021-11-07,2021-11-08,36,24,60,34,23,57,3,Pass,high,0,0,3,0,0,0,0,95,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,DAR SILA,KOUKOU ANGARANA,bOPV,bOPV,Rnd2,6,2021-11-22T00:00:00Z,2021-11-26,2021-11-27,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,TISSI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-19T00:00:00Z,2022-05-23,2022-05-24,37,23,60,37,21,58,2,Pass,high,0,0,2,0,0,0,0,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,TISSI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-16T00:00:00Z,2022-06-20,2022-06-21,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,TISSI,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,36,24,60,34,22,56,4,Fail,moderate,0,0,1,0,1,2,0,78.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,25,50,0,0.07
CHD,DAR SILA,TISSI,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,83.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,TISSI,CHD-2023-10-1_nOPV,nOPV2,Rnd1,20,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,DAR SILA,TISSI,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,33,27,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,DAR SILA,TISSI,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,42,18,60,28,15,43,17,Fail,poor,0,8,9,0,0,0,0,61.67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,47.06,52.94,0,0,0,0,0.28
CHD,DAR SILA,TISSI,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,20,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,29,31,60,23,22,45,15,Fail,poor,0,13,2,0,0,0,0,83.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.67,13.33,0,0,0,0,0.25
CHD,DAR SILA,TISSI,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,22,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,30,30,60,22,22,44,16,Fail,poor,0,10,6,0,0,0,0,80,3,0,0,0,3,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0.27
CHD,DAR SILA,TISSI,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,20,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,36,24,60,35,22,57,3,Pass,high,0,1,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,100,0,0.05
CHD,DAR SILA,TISSI,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,4,0,91.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0.02
CHD,DAR SILA,TISSI,DONOMANGA,nOPV2,Rnd1,21,2020-11-18T00:00:00Z,2020-11-22,2020-11-23,38,22,60,24,14,38,22,Fail,very poor,0,10,6,0,0,6,0,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,27.27,0,0,27.27,0,0.37
CHD,DAR SILA,TISSI,DONOMANGA,nOPV2,Rnd2,21,2020-12-01T00:00:00Z,2020-12-05,2020-12-06,33,27,60,31,22,53,7,Fail,moderate,0,0,4,0,1,1,1,16.67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,14.29,14.29,14.29,0.12
CHD,ENNEDI EST,AMDJARASS,CENBLOCK-nOPV,nOPV2,Rnd1,17,2022-05-17T00:00:00Z,2022-05-21,2022-05-22,33,27,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,ENNEDI EST,AMDJARASS,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-13T00:00:00Z,2022-06-17,2022-06-18,29,31,60,29,30,59,1,Pass,high,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
CHD,ENNEDI EST,AMDJARASS,CHD-2023-05-1_nOPV,nOPV2,Rnd1,22,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,ENNEDI EST,AMDJARASS,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,ENNEDI EST,AMDJARASS,CHD-2023-10-1_nOPV,nOPV2,Rnd2,24,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,ENNEDI EST,AMDJARASS,CHD-2023-10-1_nOPV,nOPV2,Rnd3,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,35,25,60,24,21,45,15,Fail,poor,0,8,2,2,1,2,0,83.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,53.33,13.33,13.33,6.67,13.33,0,0.25
CHD,ENNEDI EST,AMDJARASS,CHD-2024-11-1_nOPV,nOPV2,Rnd1,11,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,ENNEDI EST,AMDJARASS,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,16,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,35,25,60,32,21,53,7,Fail,moderate,2,0,5,0,0,0,0,98.33,0,0,0,3,1,1,0,0,1,0,0,1,0,28.57,0,71.43,0,0,0,0,0.12
CHD,ENNEDI EST,AMDJARASS,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,6,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,30,30,60,24,24,48,12,Fail,poor,0,0,2,0,1,9,0,96.67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,75,0,0.2
