country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_market,abs_reason_other,abs_reason_farm,abs_reason_school,nc_reason_child_sick,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_no_care_giver_consent,nc_reason_others,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
GHA,ASHANTI,SEKYERE CENTRAL,nOPV2022,nOPV2,Rnd1,21,2022-09-05T00:00:00Z,2022-09-09,2022-12-09,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE CENTRAL,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE EAST,AMANSIE SOUTH,nOPV2,Rnd1,19,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,30,30,60,29,29,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
GHA,ASHANTI,SEKYERE EAST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,31,29,60,30,29,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
GHA,ASHANTI,SEKYERE EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE EAST,nOPV2022,nOPV2,Rnd1,23,2022-08-05T00:00:00Z,2022-08-09,2022-08-09,32,28,60,27,24,51,9,Fail,poor,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,55.56,22.22,0.15
GHA,ASHANTI,SEKYERE EAST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-10,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE KUMAWU,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,ASHANTI,SEKYERE KUMAWU,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,ASHANTI,SEKYERE KUMAWU,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,32,28,60,29,17,46,14,Fail,poor,0,3,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,35.71,35.71,0.23
GHA,ASHANTI,SEKYERE KUMAWU,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,ASHANTI,SEKYERE KUMAWU,nOPV2022,nOPV2,Rnd1,19,2022-08-05T00:00:00Z,2022-08-09,2022-10-09,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
GHA,ASHANTI,SEKYERE KUMAWU,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,30,30,60,28,29,57,3,Pass,high,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,ASHANTI,SEKYERE SOUTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE SOUTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,22,38,60,19,35,54,6,Fail,moderate,0,1,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,16.67,83.33,0,0,0,0,0.1
GHA,ASHANTI,SEKYERE SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SEKYERE SOUTH,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-10-09,33,27,60,27,23,50,10,Fail,poor,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,90,0.17
GHA,ASHANTI,SEKYERE SOUTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SUAME,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SUAME,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SUAME,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,24,24,48,12,Fail,poor,1,8,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,8.33,66.67,25,0,0,0,0,0.2
GHA,ASHANTI,SUAME,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,34,26,60,32,25,57,3,Pass,high,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0,0.05
GHA,ASHANTI,SUAME,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-10-09,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,ASHANTI,SUAME,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BANDA,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,BONO,BANDA,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,26,34,60,26,31,57,3,Pass,high,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
GHA,BONO,BANDA,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,27,33,60,19,27,46,14,Fail,poor,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,42.86,0.23
GHA,BONO,BANDA,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,BONO,BEREKUM,GHA-2024-10-01_nOPV,nOPV2,Rnd2,16,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,34,26,60,33,23,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
GHA,BONO,BEREKUM,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,45,15,60,45,15,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,BEREKUM WEST,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,DORMAA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,31,29,60,30,25,55,5,Fail,moderate,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,40,0,0.08
GHA,BONO,DORMAA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,DORMAA EAST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,36,24,60,22,14,36,24,Fail,very poor,0,1,4,0,3,16,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4.17,16.67,0,12.5,66.67,0,0.4
GHA,BONO,DORMAA EAST,nOPV2022,nOPV2,Rnd2,22,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,DORMAA MUNICIPAL,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,DORMAA MUNICIPAL,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,30,30,60,27,28,55,5,Fail,moderate,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,20,0,20,0,0,0.08
GHA,BONO,DORMAA MUNICIPAL,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-09-09,34,26,60,31,24,55,5,Fail,moderate,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,40,0,0.08
GHA,BONO,DORMAA MUNICIPAL,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,39,21,60,38,21,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,BONO,DORMAA WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,33,27,60,32,25,57,3,Pass,high,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,BONO,DORMAA WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,26,32,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
GHA,BONO,DORMAA WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,23,37,60,19,32,51,9,Fail,poor,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.15
GHA,BONO,DORMAA WEST,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,JAMAN NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,23,37,60,21,34,55,5,Fail,moderate,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,40,0,0.08
GHA,BONO,JAMAN NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,JAMAN NORTH,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,33,27,60,31,26,57,3,Pass,high,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
GHA,BONO,JAMAN NORTH,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,31,29,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,BONO,JAMAN SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,18,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,24,36,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,BONO,JAMAN SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,17,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,JAMAN SOUTH,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,25,35,60,23,34,57,3,Pass,high,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,BONO,JAMAN SOUTH,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,SUNYANI MUNICIPAL,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,SUNYANI MUNICIPAL,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,SUNYANI MUNICIPAL,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-10-09,33,27,60,26,20,46,14,Fail,poor,0,9,4,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,64.29,28.57,0,0,7.14,0,0.23
GHA,BONO,SUNYANI MUNICIPAL,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,30,30,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,BONO,SUNYANI WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,31,29,60,25,27,52,8,Fail,moderate,0,2,4,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,50,0,0,12.5,12.5,0.13
GHA,BONO,SUNYANI WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,SUNYANI WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-09-09,23,37,60,21,36,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
GHA,BONO,SUNYANI WEST,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO,TAIN,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,34,26,60,33,26,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GHA,BONO,TAIN,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,34,26,60,29,25,54,6,Fail,moderate,0,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.67,33.33,16.67,0,0,33.33,0.1
GHA,BONO,TAIN,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,29,31,60,27,30,57,3,Pass,high,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
GHA,BONO,TAIN,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,38,22,60,36,21,57,3,Pass,high,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
GHA,BONO,WENCHI,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,25,35,60,24,34,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
GHA,BONO,WENCHI,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,34,26,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,BONO,WENCHI,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,29,31,60,27,30,57,3,Pass,high,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
GHA,BONO,WENCHI,nOPV2022,nOPV2,Rnd2,21,2022-12-06T00:00:00Z,2022-12-10,2022-12-10,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO EAST,ATEBUBU-AMANTEN,GHA-2024-10-01_nOPV,nOPV2,Rnd1,22,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO EAST,ATEBUBU-AMANTEN,GHA-2024-10-01_nOPV,nOPV2,Rnd2,24,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,BONO EAST,ATEBUBU-AMANTEN,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,29,31,60,28,29,57,3,Pass,high,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33.33,0,0,0,33.33,0,33.33,0.05
GHA,BONO EAST,ATEBUBU-AMANTEN,nOPV2022,nOPV2,Rnd2,22,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,15,45,60,15,44,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
GHA,BONO EAST,KINTAMPO NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,29,29,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
